arquivo,destino,nota
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6211_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6211_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6211_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6211_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6211_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6212_7118.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6212_7119.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6212_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6212_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6212_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6212_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6212_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6212_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6213_7118.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6213_7119.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6213_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6213_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6213_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6213_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6213_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6213_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6214_7118.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6214_7119.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6214_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6214_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6214_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6214_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6214_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6214_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6215_7118.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6215_7119.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6215_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6215_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6215_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6215_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6215_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6215_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6216_7118.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6216_7119.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6216_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6216_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6216_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6216_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6216_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6216_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6217_7118.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6217_7119.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6217_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6217_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6217_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6217_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6217_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6217_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6218_7118.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6218_7119.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6218_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6218_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6218_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6218_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6218_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/14_6218_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/apoio_1942.jgw,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/apoio_1942.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/apoio_1942.prj,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1942/metadados.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6210_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6210_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6210_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6210_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6211_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6211_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6211_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6211_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6212_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6212_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6212_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6212_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6213_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6213_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6213_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6213_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6214_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6214_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6214_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6214_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6214_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6214_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6215_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6215_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6215_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6215_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6215_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6215_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6216_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6216_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6216_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6216_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6216_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6216_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6217_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6217_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6217_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6217_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6217_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6217_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6218_7120.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6218_7121.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6218_7122.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6218_7123.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6218_7124.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/14_6218_7125.png,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/apoio_1964.jgw,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/apoio_1964.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/apoio_1964.prj,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/apoio_geografico/imaginerio_1964/metadados.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/apoio_atual_estacoes_data_rio.geojson,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/archives_nationales_lebret_FRAN_IR_013119.xml,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/cestaro_sagmacs_2023.pdf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/costa_esqueleto_livro_2025.pdf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/fiocruz_inventario_anthony_leeds.pdf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/fiocruz_inventario_anthony_leeds_ocr.txt,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/fiocruz_inventario_victor_tavares.pdf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_caracteristicas_demograficas_1966.pdf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_favelas_1960_publicado_1968.pdf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_favelas_1960_publicado_1968_ocr.txt,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_favelas_1960_scan_alternativo_liv83652.pdf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_guia_acervo_memoria.pdf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_liv27295_23.pdf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_liv27295_23.txt,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_mapa_circunscricoes_1960.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_rbg_1955_v17_n3.pdf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_rbg_1955_v17_n3.txt,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_sinopse_preliminar_1960_gb.pdf,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ibge_sinopse_preliminar_1960_gb_ocr.txt,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/imaginerio_guanabara_1964_7498.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/imaginerio_planta_1942_4096.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1953/12Gs_FV17CsoPqw4_ZUJUiNbNdRfClOGF.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1953/13L7WOAdMBHgs3WfK2Vyspeq7GpiVx80t.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1953/1Quv9jx_bQu102N_9x_0_xd2piEt_i4CG.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1953/1qQZLyAP3nwk9kEj6msMEdwWBogRJPbRj.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1953/catalogo.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1953/cobertura_1.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1-MjQCcdif84ClH2i7nvxuKY_yhkfrRVA.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1-qm-67clfnzrhwK42NjoiO97s_MD_0GQ.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/11FEu0VHNq9Y4o6khWgDzaW9C_PH5ymWe.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/11dAGLbEbGdh4Mrx9GMT3UP0MTSr25nOc.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/12Fgs07A-QDsQNcq3Df22CFQmPcaYuQsm.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/13izxh-JNDFbR2bvAX15Eo9NV_GzynFLD.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/14j_IIXzoINaJwIwI1JPk5JfE9LFnDWFu.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/177qyKtQ1OO8VNeiYUK2K7sJHGUXigbPK.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/18OkxoulCHDUySFn8t1LwgA9v4WrpJaUx.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/19h_dLSnNad-4ct3mWdg4yuGFcQv_Hfbx.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1BejWmEtUnHkxGUhqul0kluz_VSxhkfA6.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1Br9WjeNuUR0neoG1cxSZiWLeNXhs-xkJ.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1DEDOM0jeMdGRdh12BPMmaxdNMnD-CUPp.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1EuNY5A5tw7Y5XOnoNMukkFTE5jkrdI6P.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1FIv1KNh-O8BBzqfB7qBoJJU2rFGFaj-4.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1H1ffOVUKz-zeONnK8GStw3UUvwso18WT.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1ItN6UrJZZKUOab1uUcjF415oPJRDYlK4.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1MGCPmwaGtxZIUIgXGTodK-_VmMXarNA1.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1NekPj0fHc_gNhxWTL_5Q4vZMU31viV7O.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1Q2rjr04Z4Y8Hh6zOyJvA1V5qRMcJ1gGx.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1RGhf3KO5f-pvfyXB_7zNHExScmUcpiDe.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1WNKj-e1cNaSJzfZVlQ20cgoTjeXXeM-7.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1XBJPM4pjYBF2k07UTEU-0U9N0w9RKLSu.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1Yj9jYn4ZtFObWVlrUNZQp9Pf2qLu_HSh.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1cM1CHVHpo-8bTbUsMX_CyzDNblNfo9z9.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1eRn2w3GtuHi8e53N8qxSbn2heV6yeXsU.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1eaE-G7KLkU26CQMY5BCOw_goKq3drYeH.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1fT-Q1ERzeZCzHMdyvaog_GSCpMdDb_OE.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1fwJiMyZB_j7OW9_lC77eF_8L4AKMl9QZ.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1fxA8JyPlGRbW9DKDHo8jFh-6CVf81uFm.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1gDKi_IEdCM03ottOEEOjjbXOIOnO74kg.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1gz-TNzs-dNy0zppCpkoX4ivuO4ql5VM1.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1hDHxi83183yWa38DVJkEJ_N1Fa9I0Tcy.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1iLKj4DZpxg2Eo1vi7Md58PBZc4GFel7-.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1lC26OTZCv_YNeY8F00b1fK-Js-O-JASy.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1lsjB4WP8yhGzNjEreON4yUw4hg4NQqkq.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1lvFRmm9FGX9O1Y0cNa-SpLEwQLiSkAel.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1m81PIzfqvz95_ObvF1zNJnfYk15FlPZb.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1nkevqkZazOfuo09MthVVkHayYUbFmlOY.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1o-Q2H9zAkuR3MwZFlZ77FcEy3wmgDP-g.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1pCYRp-20V0fsPs8ZowdS61top6sVRJuL.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1pYnyNF8XfrWSmWPNQBcVTLSKSceYe0NW.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1rIPG4t_KgnjpIN6zyCsQV9BAReyeh_bT.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1s13bTWLhoZV-PcS6dVj-htaTp-6LK5WY.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1tw8swNvxGo-mN_2ZRiPOpdorEHhXS7FR.html,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1vLwI55q8pSPbMWIRCjXv56jUIFubmImz.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1v_1szYUI3DD5uSIo7Jr0qx6QU5l5h3yE.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/1vbhmmXpMLaMeYK-lpXF2a8p_Ze18SHnI.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/222_original.tif,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/catalogo.json,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/cobertura_1.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/cobertura_2.jpg,P4,dados -> data/ de P4
data_raw/cartografia_guanabara_1960/fontes/ipp1955/cobertura_3.jpg,P4,dados -> data/ de P4
